Curriculum,Chemical Engineering,,,,,,,,
Institution,University of Nebraska-Lincoln,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
135611,CHEM 113,,,,,,4,,
135612,CHME 113,,,,,,2,,
135613,ENGR 10,,,,,,0,,
135614,MATH 106,,,,,,5,,
135615,ACE 2,,,,,,3,,
135616,ACE 5,,,,,,3,,
135617,CHME 114,,,135611;135614,,,2,,
135618,CHEM 114,,,135611,,,2,,
135619,CSCE 155N,,,135614,,,3,,
135620,MATH 107,,,135614,,,4,,
135621,PHYS 211,,,135614,,,4,,
135622,CHEM 261,,,135618,,,3,,
135623,CHEM 263A,,,,135622,,1,,
135624,CHME 202,,,135611;135617;135620,,,3,,
135625,ENGR 20,,,,,,0,,
135626,MATH 208,,,135620,,,4,,
135627,PHYS 212,,,135621;135620,,,4,,
135628,ACE 6,,,,,,3,,
135629,CHEM 262,,,135622,,,3,,
135630,CHEM 264A,,,135623,135629,,1,,
135631,CHME 223,,,135624,,,3,,
135632,ECEN 211,,,135621;135620,,,3,,
135633,JGEN 200,,,,,,3,,
135634,MATH 221,,,135620,,,3,,
135635,CHEM 221,,,135617,,,3,,
135636,CHME 323,,,135631,,,3,,
135637,CHME 331,,,135631;135620,,,3,,
135638,CHME 332,,,135631;135626,,,3,,
135639,ACE 7,,,,,,3,,
135640,CHME 324,,,135636,,,3,,
135641,CHME 312,,,135634;135619,,,3,,
135642,CHME 330,,,135638;135637,135641,,3,,
135643,CHME 333,,,135638,,,3,,
135644,CHME 434,,,135638,,,3,,
135645,Chemical Engr (Term 7),,,,,,12,,
135646,CHME Technical Electives ,,,,,,3,,
135647,ACE 8,,,,,,3,,
135648,CHME 430,,,159817;159818;135642,135650,,4,,
135649,CHME 453,,,159819,,,3,,
135650,CHME 460,,,159818,,,1,,
135651,ENGR 400,,,,,,1,,
135652,CHME Technical Electives,,,,,,3,,
135653,ACE 9,,,,,,3,,
159817,CHME 442,,,,,,0,,
159818,CHME 462,,,,,,0,,
159819,CHME 452,,,,,,0,,
