Curriculum,Chemical Engineering_2019-20,,,,,,,,
Institution,Oklahoma State University,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
134439,ENGR 1111,,,,,,1,,
134440,ENGR 1412,,,,,,2,,
134441,MATH 2144,,,,,,4,,
134442,ENGL 1113,,,,,,3,,
134443,HISTO 1103,,,,,,3,,
134444,"GEN ED H"" 1""",,,,,,3,,
134445,CHEM 1515,,,,,,5,,
134446,"GEN ED H"" 2""",,,,,,3,,
134447,MATH 2153,,,134441,,,3,,
134448,PHYS 2014,,,134441,,,4,,
134449,"GEN ED S"" 1""",,,,,,3,,
134450,CHEM 3053,,,134445,,,3,,
134451,MATH 2233,,,134447,,,3,,
134452,MATH 2163,,,134447,,,3,,
134453,ENSC 2213,,,134448;134445,,,3,,
134454,ENSC 2113,,,134448;134441,,,3,,
134455,CHE 2581,,,,,,1,,
134456,CHEM 3153,,,134450,,,3,,
134457,CHEM 3112,,,134450,,,2,,
134458,CHE 2033,,,134440;134453;134451,,,3,,
134459,PHYS 2114,,,134448,,,4,,
134460,ENSC 3233,,,134454,,,3,,
134461,STAT 4033,,,134452,,,3,,
134462,CHE 3013,,,134457;134453;134460;134456;134459;134458,,,3,,
134463,CHE 3473,,,134457;134453;134460;134456;134459;134458,,,3,,
134464,CHE 3333,,,134457;134453;134460;134456;134459;134458,,,3,,
134465,CHE 3581,,,134457;134453;134460;134456;134459;134458,,,1,,
134466,CHEM 3433,,,134445;134447;134459,,,3,,
134467,CHE 4002,,,159728;159727;134462,,,2,,
134468,CHE 3113,,,134463;134464;134462,,,3,,
134469,CHE 3123,,,134463;134464,,,3,,
134470,POLS 1113,,,,,,3,,
134471,ENSC 3313,,,134445,,,3,,
134472,ENGL 1213,,,134442,,,3,,
134473,CHE 4112,,,134469;134467;134468,,,2,,
134474,CHE 4124,,,134469;134467;134468,,,4,,
134475,CHE 4581,,,,,,1,,
134476,"GEN ED S"" 2""",,,,,,3,,
134477,UPPER ELEC 1,,,,,,3,,
134478,ENSC 2143,,,134454,,,3,,
134479,CHE 4843,,,134474,,,3,,
134480,CHE 4224,,,134474,,,4,,
134481,UPPER ELEC 2,,,,,,3,,
134482,ENSC 2613,,,134459;134441,,,3,,
134483,CHE ELEC 1,,,,,,3,,
159727,HE 3333,,,,,,0,,
159728,CH3 3473,,,,,,0,,
