Curriculum,Engineering Management,,,,,,,,
Institution,University of Arizona,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,15.1501,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Calculus I w/ Applications,MATH,125,,,,3,,
2,Gen Chemistry I,CHEM,151,,,,4,,
3,First-year Comp.,ENGL,101,,,,3,,
4,Intro to Engineering,ENGR,102,,1,,3,,
5,Tier I General Ed.,,,,,,3,,
6,Calculus II,MATH,129,1,,,3,,
7,Programming for Eng. Apps.,ECE,175,,1,,3,,
8,Gen Chemistry II,CHEM,152,2,,,4,,
9,First-year Comp.,ENGL,102,3,,,3,,
10,Tier I General Ed.,,,,,,3,,
11,Vector Calculus,MATH ,223,6,,,4,,
12,Intro Mechanics,PHYS,141,1,6,,4,,
13,Eng. Management I,SIE,265,1,,,3,,
14,Tier I General Ed.,,,,,,3,,
15,Tier II General Ed.,,,,,,3,,
16,Statistics,CE,214,12;6,,,3,,
17,Elements of Chem Eng,CHEE,201,6;8,1,,3,,
18,Electricity & Magnetism,PHYS,241,6;12,,,4,,
19,Sys & Indust Eng Soph Colloquium,SIE,295S,13,,,1,,
20,Math Found of Sys & Indust Eng,SIE,270,6;12;7,,,3,,
21,Tier I General Ed.,,,,,,3,,
22,Intro to Eng Prob & Stats,SIE,305,6,,,3,,
23,Deterministic OR,SIE,340,13;20,,,3,,
24,Basic Circuits,ECE,220,6;18,,,5,,
25,Eng Minor Course,,,,,,3,,
26,Eng Minor Course,,,,,,3,,
27,Eng Management II,SIE,367,13,,,3,,
28,Simulation & Modeling,SIE,431,22,,,3,,
29,Production Sys Analysis,SIE,462,22;23,,,3,,
30,Eng Minor Course,,,,,,3,,
31,Eng Minor Course,,,,,,3,,
32,Tech Sales & Marketing,SIE,415,,,,3,,
33,Cross-disciplinary Design,ENGR,498A,,,,3,,
34,Project Management,SIE,457,,,,3,,
35,Tech Writing,ENGL,308,9,,,3,,
36,Eng Minor Course,,,,,,3,,
37,Cross-disciplinary Design,ENGR,498B,33,,,3,,
38,Law for Eng & Scientists,SIE,414,,,,3,,
39,Cost Estimation,SIE,464,,,,3,,
40,Quality Eng,SIE,406,22,,,3,,
41,Tier II General Ed.,,,,,,3,,
42,Eng Minor Course,,,,,,3,,
