Curriculum,Computer Science,,,,,,,,
Institution,New Mexico Tech,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Calculus 1,MATH,131,,,,4,,
2,introduction to comp science & info tech,CSE,101,,,,2,,
3,introduction to programming,CSE,113,,1,,3,,
4,introduction to programming Lab,CSE,113L,,,3,1,,
5,college English,ENGL,111,,,,3,,
6,Calculus 2,MATH,132,1,,,4,,
7,algorithms and data structures,CSE,122,3,6,,3,,
8,general chemistry I,CHEM,121,,,,3,,
9,general chemistry I Lab,CHEM,121L,,,8,1,,
10,college English,ENGL,112,,,,3,,
11,general chemistry II,CHEM,122,8;9,1,,3,,
12,general chemistry II Lab,CHEM,122L,,,11,1,,
13,computer systems,CSE,221,2;7,,,3,,
14,foundations of computer science,CSE,241,2;6,,,3,,
15,Humanities,,,,,,3,,
16,general physics I,PHYS,121,,1,,3,,
17,general physics I Lab,PHYS,121L,,,16,2,,
18,technical writing,ENGL,341,,,,3,,
19,intro to object oriented programming,CSE,213,7,,,3,,
20,systems programming,CSE,222,7,,,3,,
21,Social Science,,,,,,3,,
22,general physics II,PHYS,122,16,6,,3,,
23,general physics II Lab,PHYS,122L,,,22,2,,
24,basic concepts of mathematics,MATH,352,6,,,3,,
25,computer architecture,CSE,331,13,,,3,,
26,design and analysis of algorithms,CSE,344,14;7,,,2,,
27,design and analysis of algorithms Lab,CSE,344L,,,26,1,,
28,Humanities,,,,,,3,,
29,probability and statistics,MATH,382,6,,,3,,
30,probability and statistics Lab,MATH,382L,,,29,1,,
31,Technical Electives,,,,,,3,,
32,Electives,,,,,,1,,
33,software engineering,CSE,326,7;19,18,,3,,
34,formal languages and automata,CSE,342,14,24,,3,,
35,principles of programming languages,CSE,324,7,,,3,,
36,Technical Electives,,,,,,3,,
37,Electives,,,,,,4,,
38,introduction to computer networks,CSE,353,20,,,3,,
39,compiler writing,CSE,423,34,,,4,,
40,Humanities/Social Science,,,,,,3,,
41,Technical Electives,,,,,,3,,
42,Social Science,,,,,,3,,
43,operating systems,CSE,325,13;20,,,4,,
44,"legal, ethical, social issues",CSE,382,33,,,3,,
45,Humanities/Social Science,,,,,,3,,
46,Technical Electives,,,,,,3,,
47,Electives,,,,,,3,,
