Curriculum,Chemical Engineering BS,,,,,,,,
Institution,Illinois Institute of Technology,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,Semester,,,,,,,,
CIP,14.0701 - Chemical Engineering,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Calculus I,MATH,151,,,,5,,
2,Calculus II,MATH,152,1,,,5,,
3,Multivariate and Vector Calculus,MATH,251,2,,,4,,
4,Introduction to Differential Equations,MATH,252,2,,,4,,
5,Principles of Chemistry II with Lab,CHEM,125,,,,4,,
6,Organic Chemistry I,CHEM,237,5,,,4,,
7,Organic Chemistry II,CHEM,239,6,,,3,,
8,Physical Chemistry I,CHEM,343,5;4,,,3,,
9,Physical Chemistry II,CHEM,344,16;8;4,,,4,,
10,Introduction to Computer Programing for Engineers,CS,104,,,,2,,
11,General Physics I: Mechanics,PHYS,123,,,1,4,,
12,General Physics II: Electricity and Magnetism,PHYS,221,1;11,,2,4,,
13,Circuit Analysis I,ECE,211,,,4,3,,
14,Introduction to the Profession I,CHE ,100,,,,2,,
15,Introduction to the Profession II,CHE ,101,14,,,2,,
16,Material and Energy Balances,CHE,202,2;5;10,,,3,,
17,Mathematical and Computational Methods,CHE,239,16,,4;18,3,,
18,Fluid Mechanics,CHE,301,4;16,,,3,,
19,Heat and Mass Transfer Operations,CHE,302,18,,,3,,
20,Foundations of Biological Science for Engineers,CHE,311,5,,,3,,
21,Chemical and Biological Engineering Laboratory I,CHE,317,18,,,2,,
22,Thermodynamics I,CHE,351,8;16,,,3,,
23,Transport Phenomena,CHE,406,4;18;19,,,3,,
24,Chemical and Biological Engineering Laboratory II,CHE,418,19;21,,,2,,
25,Chemical Reaction Engineering,CHE,423,19;22;26,,,3,,
26,Process Modeling and Systems Theory,CHE,433,19;22,,,3,,
27,Process Control,CHE,435,19;26,,,3,,
28,Thermodynamics II,CHE,451,22,,,3,,
29,Process Design I,CHE,494,26;28,25;27,,3,,
30,Process Design II,CHE,496,29,,25;27,3,,
