Curriculum,Chemical Engineering,,,,,,,,
Institution,Yale University,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,14.07 - Chemical Engineering,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,MATH 112,,,,,,3,,
2,CHEM 161,,,,,,3,,
3,CHEM 134L,,,,2,,3,,
4,MATH 115,,,1,,,3,,
5,CHEM 165,,,2,,,3,,
6,CHEM 136L,,,,2,,3,,
7,CENG 150,,,2,,,3,,
8,MATH 120,,,4,,,3,,
9,CHEM 220,,,5;6,,,3,,
10,CHEM 222L,,,5;6,9,,3,,
11,PHYS 180,,,4,,,3,,
12,ENAS 194,,,8,,,3,,
13,CHEM 221,,,9;10,,,3,,
14,CHEM 223L,,,9;10,,,3,,
15,PHYS 181,,,11,,,3,,
16,CENG 300,,,8,,,3,,
17,CENG 314,,,12,,,3,,
18,CHEM 332,,,5;6;8,,,3,,
19,ENAS 130,,,4,,,3,,
20,CENG 301,,,12,,,3,,
21,CNG 315,,,17,,,3,,
22,CHEM 333,,,18,,,3,,
23,Engineering Elective,,,,,,3,,
24,CENG 411,,,16,,,3,,
25,CENG 480,,,12,,,3,,
26,Engineering Elective ,,,7;8;14,,,3,,
27,CENG 412,,,24,,,3,,
28,CENG 416,,,20;25,,,3,,
29,Engineering Elective,,,,,,3,,
