Curriculum,"Chemical Engineering, BSE",,,,,,,,
Institution,University of South Carolina,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,14.07,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,ENGL 101,,,,,,3,,
2,MATH 141,,,,,,4,,
3,CHEM 111,,,2,,4,3,,
4,CHEM 111L,,,2,,,1,,
5,ECHE 101,,,,,,2,,
6,Computer Programming Elective,,,,,,3,,
7,ENGL 102,,,1,,,3,,
8,MATH 142,,,2,,,4,,
9,CHEM 112,,,2;3,,10,3,,
10,CHEM 112L,,,3;4,,,1,,
11,PHYS 211,,,2,,,3,,
12,PHYS 211L,,,,11,,1,,
13,ECHE 300,,,2,9,,3,,
14,Professional Development Elective,,,,,,1,,
15,ECHE 310,,,13,16,,3,,
16,MATH 241,,,8,,,3,,
17,CHEM 333,,,9,,,3,,
18,CHEM Lab Elective,,,,17,,2,,
19,PHYS 212,,,11;8,,,3,,
20,PHYS 212L,,,,19,,1,,
21,ECHE 311,,,15,,,3,,
22,ECHE 320,,,11,16,,3,,
23,ECHE 456,,,,24,,3,,
24,MATH 242,,,8,,,3,,
25,CHEM 334,,,17,,,3,,
26,Carolina Core GHS,,,,,,3,,
27,ECHE 321,,,22;24,23,,3,,
28,ECHE 440,,,13,21,,3,,
29,ECHE 550,,,13;24;23,,,3,,
30,CHEM Elective,,,,,,3,,
31,Carolina Core GSS,,,,,,3,,
32,ECHE 322,,,27,,,3,,
33,ECHE 460,,,,21;27,,3,,
34,Engineering Elective,,,,,,3,,
35,Technical Elective,,,,,,3,,
36,Carolina Core AIU,,,,,,3,,
37,ECHE 430,,,21,27,,3,,
38,ECHE 461,,,33,28;37,,3,,
39,ECHE 465,,,,28;37,,3,,
40,CHEM Elective,,,,,,3,,
41,PHIL 325,,,,,,3,,
42,ECHE 466,,,37;28;39,32;29,,3,,
43,ECHE 567,,,,42,,3,,
44,Engineering Elective,,,,,,3,,
45,Technical Elective,,,,,,3,,
46,Technical Elective,,,,,,3,,
47,Liberal Arts Elective,,,,,,3,,
48,Carolina Core GFL,,,,,,3,,
49,Carolina Core GFL,,,,,,3,,
