Curriculum,Computer Science,,,,,,,,
Institution,University of Iowa,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Computer Science I: Fundamentals,CS,1210,,,,4,,
2,Calculus I,MATH,1850,,,,4,,
3,The Interpretation of Literature,ENGL,1200,,,,3,,
4,"	Success at Iowa	",CSI,1600,,,,2,,
5,Elective course,,,,,,1,,
6,Discrete Structures,CS,2210,,,,3,,
7,Computer Science II: Data Structures,CS,2230,6,,,4,,
8,Calculus II,MATH,1860,2,,,4,,
9,Rhetoric,RHET,1030,,,,4,,
10,Elective course,,,,,,1,,
11,Computer Organization,CS,2630,6;7,,,4,,
12,Math elective,,,,,,3,,
13,GE CLAS Core: World Languages First Level Proficiency or elective course,,,,,,4,,
14,GE CLAS Core: Diversity and Inclusion,,,,,,3,,
15,Elective course,,,,,,3,,
16,Object-Oriented Software Development,CS,2820,6;7,,,4,,
17,Major: Math elective,,,,,,3,,
18,GE CLAS Core: World Languages Second Level Proficiency or elective course,,,,,,4,,
19,"GE CLAS Core: Literary, Visual, and Performing Arts",,,,,,3,,
20,Elective course,,,,,,2,,
21,Major: Computer Science core course,,,,,,3,,
22,Algorithms,CS,3330,6;7,,,3,,
23,GE CLAS Core: World Languages Second Level Proficiency or elective course,,,,,,4,,
24,GE CLAS Core: Natural Sciences with Lab,,,,,,4,,
25,Elective course,,,,,,2,,
26,Major: Computer Science core course ,,,,,,3,,
27,Major: Computer Science advanced elective course,,,,,,3,,
28,GE CLAS Core: World Languages Fourth Level Proficiency or elective course,,,,,,4,,
29,GE CLAS Core: Natural Sciences without Lab,,,,,,3,,
30,Elective course,,,,,,3,,
31,Major: Computer Science computational theory or logic course,,,,,,3,,
32,Major: Computer Science advanced elective,,,,,,3,,
33,GE CLAS Core: Historical Perspectives,,,,,,3,,
34,GE CLAS Core: International and Global Issues,,,,,,3,,
35,Elective course,,,,,,3,,
36,Major: Computer Science advanced or technical elective course,,,,,,3,,
37,Major: Computer Science advanced or technical elective course,,,,,,3,,
38,GE CLAS Core: Social Sciences,,,,,,3,,
39,GE CLAS Core: Values and Culture,,,,,,3,,
40,Elective course,,,,,,3,,
