Curriculum,Software Engineering (Strawman),,,,,,,,
Institution,University of Arizona,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,14.0903,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Intro to Software Eng. (Personal Process),SWE,101,,,,3,,
2,Calculus I w/ Applications,MATH,122A/B,,,,5,,
3,First-year Comp,ENGL,101,,,,3,,
4,Intro to Engineering,ENGR,102,,2,,3,,
5,Tier I General Ed 1,,,,,,3,,
6,"Programming I (ECE 175, CS 110)",,,,2,,3,,
7,Calculus II,MATH,129,2,,,3,,
8,Basic Science I w/ Lab,,,,,,4,,
9,First-year Comp,ENGL,102,3,,,3,,
10,Tier I General Ed,,,,,,3,,
11,"Programming II (ECE 275, CS II)",,,6,,,3,,
12,Intro Mechanics,PHYS,141,2,7,,4,,
13,Discrete Math,Math,243,6,,,3,,
14,Tier I General Ed 2,,,,,,3,,
15,Obj-oriented Modelling & Design,SIE,277,6,,,3,,
16,Software Design Process,SWE,301,11;15,,,3,,
17,Vector Calculus,MATH,223,7,,,4,,
18,Electricity & Magnetism,PHYS,241,12,,,4,,
19,Tier I General Ed 3,,,,,,3,,
20,Digital Logic,ECE,274A,6,,,3,,
21,Basic Science II w/ Lab,,,8,,,4,,
22,Engineering Probability & Statisitics,SIE,305,7,,,4,,
23,Software Requirements & Verification,SWE,302,,7,,3,,
25,Algorithms,SWE,303,13,,,3,,
26,Fundamentals of Computer Organization,ECE,369,6;18,,,3,,
27,Software Assurance & Security,SWE,401,11;13,,,3,,
24,Software Dev Opps,SWE,402,11;15,,,3,,
28,Engineering Ethics,ECE,311,,,,1,,
29,Tier II General Ed 1,,,,,,3,,
30,Cross-disciplinary Design,ENGR,498A,,23,,3,,
31,SWE Elective 1,,,,,,3,,
32,Tier II General Ed 2,,,,,,3,,
33,Software Engineering Concepts,ECE,473,11;15,,,3,,
34,SWE Elective 2,,,,,,3,,
35,Cost Estimation ,SIE ,464,22,,,3,,
36,Software Pojrect and Process Management,SWE,403,24,,,3,,
37,SWE Elective 3,,,,,,3,,
38,Cross-disciplinary Design,ENGR,498B,30,,,3,,
