Curriculum,Computer Science,,,,,,,,
Institution,Clemson University,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Composition and Rhetoric,ENGL,1030,,,,3,,
2,Calculus of One Variable I,MATH,1060,,,,4,,
3,Computer Science I,CPSC,1010,,,,4,,
4,Natural Science Requirement,,,,,,4,,
5,Calculus of One Variable II,MATH,1080,2,,,4,,
6,Arts and Humanities (Non-Lit.) Requirement,,,,,,3,,
7,Computer Science II,CPSC,1020,3,,,4,,
8,Natural Science Requirement ,,,,,,4,,
9,Discrete Structures for Computing,CPSC,2070,2;3,,,3,,
10,Algothims and Data Structures,CPSC,2120,7,,,4,,
11,Arts and Humanities (Literature) Requirement,,,,,,3,,
12,Natural Science Requirement ,,,,,,3,,
13,Oral Communication Requirement,,,,,,3,,
14,Software Development Foundations,CPSC,2150,7,,,3,,
15,Introduction to Computer Orginization,CPSC,2310,7,,,4,,
16,Seminar in Professional Issues I,CPSC,2910,7,,,1,,
17,Intro Buisness Statistics,STAT,3090,2,,,3,,
18,Natural Science Requirement,,,,,,3,,
19,Elective,,,,,,2,,
20,Computer Systems Organization,CPSC,3300,10;15,,,3,,
21,Nerworks and Negtwork Programming,CPSC,3600,10;14,,,3,,
22,Introduction to Software Engineering ,CPSC,3720,10;14,,,3,,
23,Linear Algebra,MATH,3110,5,,,3,,
24,Social Science Requirement,,,,,,3,,
25,Introduction to Operating Systems,CPSC,3220,10;15,,,3,,
26,Breadth Requirement,,,,,,3,,
27,Computer Science Technical Requirement ,,,,,,3,,
28,Social Science Requirement,,,,,,3,,
29,Theory Requirement,,,,,,3,,
30,Programming Systems,CPSC,3520,10;14,,,3,,
31,Computer Science Technical Requirement,,,,,,6,,
32,Writing Requirement,,,,,,3,,
33,Elective,,,,,,3,,
34,Seminar in Professional Issues II,CPSC,4910,22,,,3,,
35,Breadth Requirement,,,,,,3,,
36,Computer Science Technical Requirement,,,,,,6,,
37,Elective,,,,,,3,,
