Curriculum,Chemical Engineering,,,,,,,,
Institution,University of Arizona,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Calculus I w/ Applications,MATH,125,,,,3,,
2,Gen Chemistry I,CHEM,151,,,,4,,
3,First-year Comp,ENGL,101,,,,3,,
4,Intro to Engineering,ENGR,102,,1,,3,,
5,Tier I General Ed,,,,,,3,,
6,Calculus II,MATH,129,1,,,3,,
7,Gen Chemistry II,CHEM,152,2,,,4,,
8,Intro Mechanics,PHYS,141,1,,,4,,
9,First-year Comp.,ENGL,102,3,,,3,,
10,Intro to MATLAB I & II,AME,105/205,,1,,2,,
11,Elements of Chem and Envirn Eng I,CHEE,201,1,6;7,,3,,
12,Elements of Chem and Envirn Eng I Lab,,201L,,10,,1,,
13,Vector Calculus,MATH ,223,6,,,4,,
14,Lectures in Org Chem,CHEM ,241A,,,,3,,
15,Org Chem Lab,CHEM ,243A,,,,1,,
16,Tier I General Ed,,,,,,3,,
17,Elements of Chem Eng II,CHEE,202,11;12,19,,4,,
18,Chem Eng Heat Xfer & Fluid Flow,CHEE,203,11;8,,,3,,
19,Intro to ODEs,MATH,254,6,,,3,,
20,Electricity & Magnetism,PHYS,241,6;8,,,4,,
21,Lectures in Org Chem,CHEM,241B,,,,3,,
22,Chem Eng Mass Xfer,CHEE,303,18,,,3,,
23,Chem Eng Modeling,CHEE,402,19;17,,22,3,,
24,Chem Eng Lab I,CHEE,301A,19;17;18,,23,1,,
25,Trends in Nanomedicine Eng,CHEE,489,,,,3,,
26,Physical Chem,CHEM,480A,6;2,20,,3,,
27,Tier I General Ed,,,,,,3,,
28,Chem Eng Transport Phenom,CHEE,305,22;23,,,3,,
29,Chem & Phys Equilibrium,CHEE,326,26;11,,,3,,
31,Chem Eng Lab II,CHEE,301B,22,,28;29,1,,
32,Engineering Elective,,,,,,3,,
33,Technical Elective,,,,,,3,,
34,Tier I General Ed,,,,,,3,,
35,Chem Reaction Eng,CHEE,420,29,,,3,,
36,Chem Eng Design Principles,CHEE,442,22;29,,35,3,,
37,Chem and Enviorn Eng Lab I,CHEE,401A,,35,,1,,
38,Engineering Elective,,,,,,3,,
39,Physical Chem,CHEM,480B,26,,,3,,
40,Tier II General Ed,,,,,,3,,
41,Process Control and Simulation,CHEE,413,23,,,3,,
42,Process Dynamics and Control Lab,CHEE,401B,35;36,,,1,,
43,Chem Eng Plant Design,CHEE,443,,,,3,,
44,Engineering Elective,,,,,,3,,
45,Technical Elective,,,,,,3,,
46,Tier II General Ed,,,,,,3,,
