Curriculum,Computer Science,,,,,,,,
Institution,University of Arkansas - Little Rock,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Composition I,RHET,1311,,,,3,,
2,Calculus I,MATH,1451,,,,4,,
3,History of Civilization I,HIST,1311,,,,3,,
4,Programming I,CPSC,1375,,,,3,,
5,Introduction to Computer Science Laboratory,CPSC,1175,,4,,1,,
6,First Year Experience for CPSC/IFSC Majors,CPSC,1105,,,,1,,
7,Composition II,RHET,1312,1,,,3,,
8,Calculus II,MATH,1452,2,,,4,,
9,Internet Technologies,CPSC,1310,,,,3,,
10,Programming II,CPSC,2376,4,,,3,,
11,Introduction to Communication ,ACOM,1300,,,,3,,
12,Discrete Mathematics,MATH,2310,,,,3,,
13,Introduction to Computer Systems and Assembly Language,CPSC,2382,4,,,3,,
14,Data Structures and Algorithms,CPSC,2380,10,,,3,,
15,Physics or Chemistry I (option),,,,,,4,,
16,History option,,,,,,3,,
17,Unrestricted elective,,,,,,3,,
18,Operating Systems,CPSC,3380,14;13;8,,,3,,
19,Database Concepts I,CPSC,3375,14;12,,,3,,
20,Physics or Chemistry II (option),,,,,,4,,
21,Ethics in the Profession,IFSC,2200,,,,2,,
22,Fine Arts core requirement,,,,,,3,,
23,Language Structure,CPSC,3383,14;12,,,3,,
24,Math Requierement,,,,,,3,,
25,Computer Organization I,CPSC,3482,13;12,,,4,,
26,Upper-level unrestricted elective,,,,,,3,,
27,Technical Writing,RHET,3326,7,,,3,,
28,Social Sciences core requirement,,,,,,3,,
29,Upper-level CPSC elective,,,,,,3,,
30,Math/Science Elective,,,,,,3,,
31,Humanities core requirement,,,,,,3,,
32,Fundamentals of Software Engineering,CPSC,4373,18;23;8,,,3,,
33,Unrestricted Elective,,,,,,2,,
34,Upper-level CPSC elective,,,,,,3,,
35,Applied Statistics I,STAT,3352,2,,,3,,
36,Core science course with lab,,,,,,4,,
38,Upper-level CPSC elective,,,,,,3,,
39,Capstone Project,CPSC,4392,32,,,3,,
40,Upper-level unrestricted electives,,,,,,3,,
41,Upper-level unrestricted electives,,,,,,3,,
