Curriculum,Computer Science,,,,,,,,
Institution,Texas Tech University,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Programming Principles I ,CS,1411,,2,,4,,
2,Calculus I with Applications,MATH,1451,,,,4,,
3,Essentials of College Rhetoric,ENGL,1301,,,,3,,
4,Life and Physical Sciences,,,,,,4,,
5,Programming Principles II ,CS,1412,1,,,4,,
6,Calculus II with Applications,MATH,1452,2,,,4,,
7,Principles of Physics I,PHYS,1408,2,,,4,,
8,Advanced College Rhetoric ,ENGL,1302,3,,,3,,
9,Data Structures,CS,2413,5,,,4,,
10,Discrete Computational Structures ,CS,1382,1,,,3,,
11,Modern Digital System Design ,ECE,2372,2,,,3,,
12,Calculus III with Applications ,MATH,2450,6,,,4,,
13,Principles of Physics II,PHYS,2401,7;6,,,4,,
14,Computer Organization and Assembly Language Programming ,CS,2350,5;11,,,3,,
15,Object-Oriented Programming,CS,2365,9,,,3,,
16,Engineering Ethics and Its Impact on Society ,ENGR,2392,,,,3,,
17,American Government ,POLS,1301,,,,3,,
18,Linear Algebra ,MATH,2360,6,,,3,,
19,Introduction to Technical Writing,ENGL,2311,8;3,,,3,,
20,Concepts of Programming Languages,CS,3361,9,,,3,,
21,Design and Analysis of Algorithms,CS,3364,9;10;18,,,3,,
22,Mathematical Statistics for Engineers and Scientists,MATH,3342,12,,,3,,
23,Elective (core curriculum),,,,,,3,,
24,Texas Politics and Topics,POLS,2306,,,,3,,
25,Software Engineering I,CS,3365,15;22,,,3,,
26,Computer Architecture ,CS,3375,14,,,3,,
27,Theory of Automata,CS,3383,10,,,3,,
28,Elective (CS),,,,,,3,,
29,Elective (core curriculum),,,,,,3,,
30,Software Engineering II ,CS,4365,25,,,3,,
31,Operating Systems ,CS,4352,21;26,,,3,,
32,Concepts of Database Systems,CS,4354,21,,,3,,
33,Elective (CS),,,,,,3,,
34,Elective (Core Curriculum),,,,,,3,,
35,Senior Capstone Project ,CS,4366,30,,,3,,
36,Elective (CS),,,,,,3,,
37,Elective (CS),,,,,,3,,
38,Elective (Core Curriculum),,,,,,3,,
39,Elective (Core Curriculum),,,,,,3,,
