Curriculum,Computer Science,,,,,,,,
Institution,Purdue University,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Plane Analytic Geometry And Calculus I,MA,16100,,,,5,,
2,First-Year Composition,ENGL,10600,,,,4,,
3,Language Elective,,,,,,3,,
4,Problem Solving and Object-Oriented Programming,CS,18000,1,1,,4,,
5,Free Elective,,,,,,1,,
6,Free Elective,,,,,,1,,
7,Free Elective,,,,,,1,,
8,Plane Analytic Geometry And Calculus II,MA,16200,1,,,5,,
9,Free Elective/minor,,,,,,1,,
10,Foundations of Computer Science,CS,18200,1;4,,,3,,
11,Programming in C,CS,24000,4,,,3,,
12,Language Elective,,,,,,3,,
13,Computer Architecture,CS,25000,10;11,,,4,,
14,Data Structures And Algorithms,CS,25100,10;11,,,3,,
15,Language Elective,,,,,,3,,
16,Free Elective,,,,,,1,,
17,Multivariable Calculus,MA,26100,8,,,4,,
18,Linear Algebra,MA,26500,17,17,,3,,
19,Systems Programming,CS,25200,13;14,14,,4,,
20,Science Writing and Presentation,COM,21700,,,,3,,
21,Culture or Diversity Course,,,,,,3,,
22,Free Elective/minor,,,,,,3,,
23,Free Elective/minor,,,,,,3,,
24,General Education I,,,,,,3,,
25,Free Elective,,,,,,1,,
26,CS Track Requirement,,,,,,3,,
27,CS Track Requirement,,,,,,3,,
28,Introduction to Statistics,STAT,35000,8,,,3,,
29,CS Track Requirement,,,,,,3,,
30,CS Track Requirement,,,,,,3,,
31,Great Issues,,,,,,3,,
32,General education II,,,,,,3,,
33,Free elective/minor,,,,,,3,,
34,CS Track Elective,,,,,,3,,
35,Lab Science I,,,,,,3,,
36,Multidisciplinary experience/Free Elective/Minor,,,,,,3,,
37,General Education III,,,,,,3,,
38,Free elective/minor,,,,,,3,,
39,CS track elective,,,,,,3,,
40,Lab Science II,,,,,,3,,
41,Free elective/minor,,,,,,3,,
42,Free elective/minor,,,,,,3,,
43,Free elective/minor,,,,,,3,,
