Curriculum,Computer Science,,,,,,,,
Institution,Northwestern University,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Programming I,COMP_SCI,200,,,,4,,
2,Calculus And Analytic Geometry 1,MATH,221,,,,5,,
3,Communications Part A,,,,,,3,,
4,Social Science Breadth,,,,,,3,,
5,Programming II,COMP_SCI,300,1,,,3,,
6,Introduction To Computer Engineering,COMP_SCI,252,,,,2,,
7,Calculus And Analytic Geometry 2,MATH,222,2,,,4,,
8,Ethnic Studies,,,,,,3,,
9,Foreign Language,,,,,,4,,
10,Programming III,COMP_SCI,400,5,,,3,,
11,Introduction To Discrete Mathematics,MATH,240,2,,,3,,
12,L&S Career Development: Taking Initiative,INTER-LS,210,,,,1,,
13,Communications Part B,,,,,,3,,
14,Literature Breadth,,,,,,3,,
15,Elective,,,,,,2,,
16,Machine Organization And Programming,COMP_SCI,354,6;5,,,3,,
17,Additional Math,,,,,,3,,
18,Physical Science Breadth,,,,,,3,,
19,Humanities Breadth,,,,,,3,,
20,Social Science Breadth,,,,,,3,,
21,COMP SCI Theory,,,,,,4,,
22,Additional Math,,,,,,3,,
23,Literature Breadth,,,,,,3,,
24,Biological Science Breadth,,,,,,3,,
25,COMP SCI Applications,,,,,,3,,
26,COMP SCI Electives,,,,,,3,,
27,Humanities Breadth,,,,,,3,,
28,Social Science Breadth,,,,,,3,,
29,Social Science Breadth,,,,,,3,,
30,Elective,,,,,,4,,
31,COMP SCI Software/Hardware,,,,,,3,,
32,COMP SCI Electives,,,,,,3,,
33,Physical Science Breadth,,,,,,3,,
34,Elective,,,,,,5,,
35,COMP SCI Software/Hardware,,,,,,3,,
36,Biological Science Breadth,,,,,,3,,
37,Elective,,,,,,3,,
38,Elective,,,,,,4,,
