Curriculum,Computer Science,,,,,,,,
Institution,University of Wyoming,,,,,,,,
Degree Type,BS,,,,,,,,
System Type,semester,,,,,,,,
CIP,11.0701,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,Intro. to Computer Science I ,COSC,1010,,,,4,,
2,First Year Seminar ,,,,,,3,,
3, Calculus I ,MATH,2200,,,,4,,
4,Human Culture Elec. 1,,,,,,3,,
5,Computer Science I,COSC,1030,1,,,4,,
6,College Comp.,ENGL,1010,,,,3,,
7,Calculus II,MATH,2205,3,,,4,,
8,US & Wyo Constitution,,,,,,3,,
9,Computer Science II,COSC,2030,5,,,4,,
10,Discrete Structures,MATH,2300,3;5,,,3,,
11,Computer Organization,COSC,2150,5,,,3,,
12,Science Elective 1,SCI,,,,,4,,
13,General Elective 1,,,,,,3,,
14,Intro. to Software Design,COSC,3011,9,,,3,,
15,Algo. & Data Structures,COSC,3020,9;10,,,4,,
16,Elem. Linear Algebra,MATH,2250,3,,,3,,
17,Science Elective 2,SCI,,,,,4,,
18,Functional Programming,COSC,3015,9;10,,,3,,
19,COSC Elective 1,COSC,,,,,3,,
20,,STAT,2010,,,,4,,
21,Math/Sci elective,,,,,,4,,
22,Ethics for Comp. Pro.,COSC,3050,9,,,1,,
23,Database Systems,COSC,4820,9,,,3,,
24,Prin. of Prog. Lang,COSC,4780,18,,,3,,
25,COSC Elective 2,COSC,,,,,3,,
26,Communication 2,,,6,,,3,,
27,Human Culture Elec. 2,,,,,,3,,
28,Senior Design I,COSC,4950,15,,,1,,
29,Operating Systems,COSC,4740,15,,,4,,
30,COSC Elective 3,COSC,,,,,3,,
31,Technical Writing,ENGL,4010,26,,,3,,
32,General Elective 2,,,,,,3,,
33,General Elective 3,,,,,,3,,
34,Senior Design II,COSC,4955,28,,,2,,
35,Comp. and Complexity,COSC,4200,15,,,3,,
36,COSC Elective 4,COSC,,,,,3,,
37,General Elective 4,,,,,,3,,
38,General Elective 5,,,,,,3,,
